id,event_id,result
7103,5728,виявлено взлом
7104,16,проникнення на об'єкт
7105,7688,виявлено витік рідини
7106,2706,виявлено підпал
7107,3096,виявлено відкритий люк
7108,2273,виявлено витік палива
7109,7493,виявлено витік рідини
7110,7727,виявлено підпал
7111,2605,проникнення на територію
7112,1350,виявлено відкритий люк
7113,9836,виявлено підпал
7114,1895,виявлено витік палива
7115,5485,виявлено витік рідини
7116,3709,виявлено витік газу
7117,5375,пожежа
7118,784,виявлено відкриті двері
7119,6575,виявлено відкриту дверцята
7120,5501,виявлено витік води
7121,6826,виявлено підпал
7122,1715,виявлено відкриту дверцята
7123,8390,проникнення в приміщення
7124,5255,виявлено витік палива
7125,8985,виявлено витік рідини
7126,2095,виявлено витік рідини
7127,2925,відсутність взлому
7128,469,виявлено витік рідини
7129,1948,відсутність взлому
7130,3527,пожежа
7131,1521,виявлено відкриту дверцята
7132,813,виявлено витік газу
7133,9100,проникнення
7134,2307,виявлено відкриту дверцята
7135,2142,крадіжка
7136,7340,виявлено підпал
7137,986,виявлено відкрите вікно
7138,5013,виявлено відкрите вікно
7139,4701,виявлено підпал
7140,4135,виявлено взлом
7141,6165,крадіжка
7142,6532,проникнення на територію
7143,2432,відсутність взлому
7144,8207,виявлено витік газу
7145,9646,виявлено відкриті двері
7146,3966,проникнення на об'єкт
7147,2490,проникнення на територію
7148,3436,виявлено взлом
7149,3974,виявлено відкриту люк
7150,1145,виявлено відкриту дверцята
7151,1979,проникнення на територію
7152,3647,виявлено відкриту дверцята
7153,9377,виявлено відкриту кришку
7154,729,виявлено відкриті двері
7155,6986,виявлено відкриті двері
7156,2853,виявлено взлом
7157,2167,виявлено відкритий люк
7158,3841,виявлено витік палива
7159,8209,виявлено витік води
7160,2249,виявлено відкриту дверцята
7161,543,пожежа
7162,7077,виявлено відкриту дверцята
7163,4816,виявлено витік газу
7164,4491,виявлено витік палива
7165,7506,пожежа
7166,633,відсутність взлому
7167,86,виявлено витік води
7168,4211,виявлено підпал
7169,2893,виявлено витік рідини
7170,6776,проникнення на територію
7171,6472,виявлено витік води
7172,6759,виявлено витік газу
7173,4532,виявлено витік води
7174,5326,виявлено відкриту дверцята
7175,5590,проникнення на територію
7176,1334,проникнення
7177,2324,виявлено відкриту люк
7178,6334,пожежа
7179,4170,проникнення на об'єкт
7180,8305,виявлено відкриту дверцята
7181,8634,проникнення на об'єкт
7182,3782,виявлено відкриту кришку
7183,6211,виявлено витік палива
7184,1869,виявлено відкриту дверцята
7185,9841,виявлено відкритий люк
7186,8643,відсутність взлому
7187,6705,проникнення
7188,6287,виявлено відкрите вікно
7189,4312,виявлено витік газу
7190,8921,виявлено відкриту дверцята
7191,6112,проникнення
7192,9067,виявлено підпал
7193,2921,пожежа
7194,857,виявлено взлом
7195,2389,проникнення в приміщення
7196,5019,проникнення
7197,4990,виявлено витік води
7198,2615,виявлено витік води
7199,1553,проникнення на територію
7200,5750,виявлено відкриту дверцята
7201,1417,виявлено витік газу
7202,4735,крадіжка
7203,5555,проникнення на територію
7204,646,виявлено витік газу
7205,8459,проникнення на територію
7206,30,проникнення
7207,7666,виявлено підпал
7208,456,виявлено відкритий люк
7209,5644,виявлено витік палива
7210,6458,виявлено відкриту люк
7211,1595,виявлено відкрите вікно
7212,1502,крадіжка
7213,4054,виявлено взлом
7214,2746,проникнення на територію
7215,7429,проникнення на об'єкт
7216,8638,відсутність взлому
7217,783,виявлено витік рідини
7218,4615,виявлено відкриту дверцята
7219,9816,проникнення
7220,4523,виявлено витік палива
7221,9075,проникнення
7222,3405,виявлено відкриті двері
7223,9138,виявлено відкриту кришку
7224,816,проникнення на об'єкт
7225,1396,виявлено витік палива
7226,5166,проникнення в приміщення
7227,9510,пожежа
7228,671,виявлено відкриті двері
7229,6954,проникнення в приміщення
7230,2929,виявлено відкриту кришку
7231,4457,проникнення
7232,1512,виявлено відкриту дверцята
7233,3232,виявлено відкрите вікно
7234,2412,виявлено витік води
7235,9795,проникнення на об'єкт
7236,2778,проникнення
7237,2691,проникнення на територію
7238,3310,виявлено витік газу
7239,2925,крадіжка
7240,6332,виявлено відкритий люк
7241,4662,виявлено відкриту кришку
7242,9643,пожежа
7243,3909,виявлено відкрите вікно
7244,5834,проникнення на територію
7245,6778,виявлено витік газу
7246,2975,пожежа
7247,100,виявлено відкриту дверцята
7248,3564,крадіжка
7249,1605,відсутність взлому
7250,1829,виявлено витік води
7251,7280,виявлено витік газу
7252,1367,виявлено відкритий люк
7253,3711,проникнення на об'єкт
7254,4766,виявлено відкриту люк
7255,6466,проникнення на об'єкт
7256,4040,виявлено витік води
7257,6478,проникнення на об'єкт
7258,3701,виявлено витік газу
7259,7128,виявлено відкриту кришку
7260,6342,проникнення в приміщення
7261,1574,відсутність взлому
7262,8503,крадіжка
7263,5702,проникнення на територію
7264,9584,крадіжка
7265,7968,виявлено взлом
7266,7936,проникнення на об'єкт
7267,8996,виявлено витік палива
7268,8985,виявлено відкриту люк
7269,3310,виявлено витік палива
7270,2047,проникнення
7271,5221,проникнення на територію
7272,6591,виявлено витік газу
7273,5051,виявлено відкриту дверцята
7274,9056,виявлено відкритий люк
7275,2922,виявлено відкриту кришку
7276,5692,виявлено відкриту кришку
7277,6152,виявлено взлом
7278,2782,пожежа
7279,6135,виявлено витік рідини
7280,3161,виявлено відкриту кришку
7281,915,виявлено відкритий люк
7282,7490,виявлено витік води
7283,3850,виявлено відкриту люк
7284,2728,виявлено відкриту кришку
7285,7243,виявлено витік газу
7286,3357,виявлено відкрите вікно
7287,2270,проникнення
7288,1657,виявлено відкриту люк
7289,9330,проникнення на територію
7290,6817,проникнення в приміщення
7291,8484,виявлено витік газу
7292,7843,проникнення на територію
7293,1553,виявлено відкрите вікно
7294,8954,виявлено взлом
7295,5534,виявлено відкриту дверцята
7296,9415,виявлено витік води
7297,7644,виявлено підпал
7298,6572,виявлено відкриті двері
7299,2963,проникнення в приміщення
7300,2088,проникнення на об'єкт
7301,8667,виявлено витік води
7302,4938,виявлено відкриту кришку
7303,1803,відсутність взлому
7304,7173,виявлено витік води
7305,4846,виявлено відкритий люк
7306,8847,проникнення в приміщення
7307,9892,виявлено відкриту дверцята
7308,7754,виявлено відкритий люк
7309,4590,виявлено відкриті двері
7310,2345,виявлено відкриту дверцята
7311,3280,проникнення
7312,7614,проникнення в приміщення
7313,9994,виявлено витік газу
7314,2692,проникнення
7315,8674,виявлено підпал
7316,7254,виявлено витік рідини
7317,9399,виявлено відкриту дверцята
7318,1768,виявлено відкриту кришку
7319,3323,проникнення в приміщення
7320,8714,виявлено відкриту кришку
7321,6654,виявлено відкриту кришку
7322,2996,виявлено витік газу
7323,4659,виявлено взлом
7324,8416,виявлено витік води
7325,5172,виявлено відкриті двері
7326,4060,виявлено відкриті двері
7327,4711,виявлено відкриту кришку
7328,4076,виявлено витік води
7329,508,виявлено відкритий люк
7330,491,проникнення
7331,7429,виявлено витік рідини
7332,7486,виявлено відкриту кришку
7333,3502,виявлено відкриту дверцята
7334,1780,виявлено відкриту люк
7335,3,проникнення на об'єкт
7336,3225,виявлено витік рідини
7337,7925,виявлено відкритий люк
7338,6079,проникнення в приміщення
7339,3535,виявлено відкриту люк
7340,8898,виявлено витік води
7341,4718,проникнення на територію
7342,8330,виявлено відкритий люк
7343,9598,виявлено витік рідини
7344,1112,виявлено витік води
7345,626,проникнення на територію
7346,491,проникнення на територію
7347,6085,виявлено витік води
7348,7453,виявлено відкритий люк
7349,7629,виявлено витік палива
7350,6883,проникнення на територію
7351,5981,виявлено витік палива
7352,4311,виявлено взлом
7353,2601,виявлено відкриту кришку
7354,379,проникнення на об'єкт
7355,6305,виявлено взлом
7356,3965,виявлено витік газу
7357,5125,проникнення на об'єкт
7358,2690,виявлено витік палива
7359,3967,виявлено витік газу
7360,6753,пожежа
7361,3695,виявлено відкриті двері
7362,5554,проникнення в приміщення
7363,8418,виявлено витік рідини
7364,3270,крадіжка
7365,3538,виявлено відкриті двері
7366,5573,крадіжка
7367,8985,виявлено відкриті двері
7368,3081,виявлено витік рідини
7369,6510,пожежа
7370,2975,виявлено відкритий люк
7371,163,проникнення в приміщення
7372,8950,виявлено витік рідини
7373,5419,виявлено відкриту дверцята
7374,8047,виявлено відкрите вікно
7375,6368,виявлено відкритий люк
7376,4323,крадіжка
7377,5633,виявлено відкрите вікно
7378,4187,виявлено відкриті двері
7379,7851,виявлено відкриту дверцята
7380,9563,проникнення на територію
7381,614,крадіжка
7382,2913,виявлено відкриту люк
7383,7780,проникнення
7384,6655,проникнення на територію
7385,3468,виявлено відкриті двері
7386,1920,відсутність взлому
7387,1979,виявлено підпал
7388,1719,виявлено витік палива
7389,6152,проникнення в приміщення
7390,4829,виявлено підпал
7391,7336,виявлено взлом
7392,4468,виявлено відкриті двері
7393,822,виявлено відкриту кришку
7394,6408,крадіжка
7395,895,виявлено відкриту кришку
7396,8909,крадіжка
7397,5285,пожежа
7398,5733,виявлено відкриту кришку
7399,1749,виявлено витік палива
7400,7895,проникнення на територію
7401,4046,виявлено відкриту люк
7402,6820,виявлено витік газу
7403,5611,виявлено витік газу
7404,6810,крадіжка
7405,1173,проникнення в приміщення
7406,2817,виявлено витік палива
7407,3871,виявлено витік води
7408,8457,виявлено витік води
7409,7182,проникнення в приміщення
7410,5336,виявлено відкриту люк
7411,9856,проникнення в приміщення
7412,3023,крадіжка
7413,189,виявлено витік газу
7414,4737,виявлено відкрите вікно
7415,6093,крадіжка
7416,4469,виявлено витік води
7417,4212,виявлено витік газу
7418,4276,виявлено взлом
7419,3293,крадіжка
7420,8176,виявлено відкриту люк
7421,1145,проникнення в приміщення
7422,1159,проникнення на об'єкт
7423,5989,виявлено відкриту дверцята
7424,9149,виявлено відкритий люк
7425,9234,виявлено витік газу
7426,9140,виявлено відкриту кришку
7427,2105,виявлено відкритий люк
7428,4338,виявлено витік газу
7429,9933,пожежа
7430,6544,виявлено витік рідини
7431,375,крадіжка
7432,3277,виявлено відкриту дверцята
7433,9500,виявлено витік води
7434,1839,проникнення в приміщення
7435,9834,проникнення на територію
7436,7722,виявлено відкрите вікно
7437,9784,проникнення
7438,617,проникнення на територію
7439,4071,відсутність взлому
7440,2582,виявлено відкриті двері
7441,8065,виявлено відкриту кришку
7442,4721,виявлено відкрите вікно
7443,1900,виявлено взлом
7444,1674,проникнення
7445,373,відсутність взлому
7446,5623,виявлено відкриту кришку
7447,682,проникнення на територію
7448,9531,пожежа
7449,2880,проникнення
7450,9879,виявлено відкриту дверцята
7451,3121,виявлено витік палива
7452,7997,виявлено витік води
7453,8170,крадіжка
7454,9453,виявлено відкритий люк
7455,513,виявлено підпал
7456,9537,виявлено витік рідини
7457,7652,виявлено витік води
7458,3998,виявлено підпал
7459,1845,проникнення в приміщення
7460,3644,виявлено витік палива
7461,7540,пожежа
7462,8297,виявлено взлом
7463,6782,виявлено взлом
7464,1970,виявлено відкриту кришку
7465,4276,крадіжка
7466,5137,пожежа
7467,3721,пожежа
7468,2542,виявлено підпал
7469,1796,проникнення на територію
7470,7127,проникнення на територію
7471,6667,відсутність взлому
7472,5709,виявлено відкритий люк
7473,3779,виявлено відкриті двері
7474,342,пожежа
7475,574,проникнення
7476,4073,виявлено відкриту дверцята
7477,9930,виявлено відкриту дверцята
7478,1982,виявлено відкрите вікно
7479,9505,крадіжка
7480,4016,виявлено відкриту кришку
7481,5402,виявлено витік рідини
7482,739,виявлено підпал
7483,332,проникнення
7484,7409,виявлено витік води
7485,6857,виявлено відкриту дверцята
7486,4645,виявлено витік палива
7487,6993,виявлено витік води
7488,2661,виявлено витік рідини
7489,3902,виявлено відкрите вікно
7490,3195,виявлено відкриту кришку
7491,7584,проникнення на територію
7492,5908,виявлено підпал
7493,6443,проникнення в приміщення
7494,984,виявлено підпал
7495,2712,проникнення на об'єкт
7496,9180,проникнення на об'єкт
7497,5067,виявлено відкриті двері
7498,1238,крадіжка
7499,8600,виявлено відкрите вікно
7500,2633,пожежа
7501,1086,проникнення на об'єкт
7502,2696,виявлено відкриті двері
7503,3036,виявлено підпал
7504,2299,проникнення
7505,3701,виявлено відкриту дверцята
7506,8866,проникнення на об'єкт
7507,3552,виявлено витік газу
7508,190,проникнення на об'єкт
7509,8061,виявлено підпал
7510,8439,виявлено відкритий люк
7511,5055,виявлено відкритий люк
7512,6262,виявлено відкритий люк
7513,6971,виявлено витік палива
7514,2807,виявлено підпал
7515,3135,виявлено витік води
7516,5424,виявлено витік газу
7517,2746,виявлено відкритий люк
7518,2327,крадіжка
7519,9474,відсутність взлому
7520,5005,проникнення на територію
7521,3712,виявлено витік палива
7522,1712,пожежа
7523,8498,проникнення на територію
7524,3797,проникнення
7525,1038,виявлено витік палива
7526,3677,відсутність взлому
7527,2842,виявлено витік рідини
7528,5495,виявлено відкриту дверцята
7529,4784,виявлено підпал
7530,3055,виявлено відкриті двері
7531,7697,проникнення в приміщення
7532,1704,виявлено відкриту дверцята
7533,183,виявлено відкритий люк
7534,4475,виявлено витік води
7535,6738,виявлено відкритий люк
7536,5673,виявлено взлом
7537,7173,виявлено відкриту кришку
7538,1599,виявлено відкриту дверцята
7539,2872,виявлено витік води
7540,6336,відсутність взлому
7541,3579,відсутність взлому
7542,6250,виявлено відкриту люк
7543,440,виявлено відкритий люк
7544,8309,проникнення в приміщення
7545,4,виявлено витік води
7546,5769,крадіжка
7547,7123,виявлено витік рідини
7548,7987,крадіжка
7549,6090,відсутність взлому
7550,5311,виявлено підпал
7551,9601,проникнення на об'єкт
7552,1765,пожежа
7553,8113,виявлено відкриту кришку
7554,5679,виявлено витік газу
7555,1588,проникнення
7556,9536,проникнення в приміщення
7557,1362,виявлено відкриту кришку
7558,164,виявлено відкрите вікно
7559,2318,проникнення
7560,781,виявлено витік палива
7561,1203,виявлено відкриту кришку
7562,7187,виявлено взлом
7563,7529,виявлено витік палива
7564,377,виявлено витік води
7565,2205,виявлено відкриті двері
7566,4386,виявлено відкриті двері
7567,5655,виявлено відкритий люк
7568,5220,проникнення на територію
7569,8928,виявлено взлом
7570,7154,проникнення
7571,278,проникнення на територію
7572,2419,виявлено відкритий люк
7573,6076,виявлено відкриту кришку
7574,6998,виявлено відкриті двері
7575,2388,виявлено витік води
7576,6500,виявлено відкриту люк
7577,815,виявлено відкритий люк
7578,2388,виявлено відкриті двері
7579,5314,виявлено витік рідини
7580,8638,крадіжка
7581,9815,проникнення на територію
7582,5624,виявлено відкриті двері
7583,52,проникнення
7584,3105,виявлено відкриту люк
7585,741,виявлено відкриті двері
7586,2719,виявлено витік палива
7587,2451,виявлено відкриті двері
7588,5376,виявлено витік рідини
7589,4987,виявлено витік рідини
7590,4335,відсутність взлому
7591,3300,крадіжка
7592,1827,виявлено витік газу
7593,8646,виявлено витік палива
7594,3376,виявлено відкриту дверцята
7595,3645,виявлено відкритий люк
7596,2239,виявлено витік рідини
7597,9737,виявлено відкриті двері
7598,8522,проникнення
7599,2101,проникнення в приміщення
7600,8727,виявлено відкриту дверцята
7601,2839,проникнення
7602,8070,проникнення
7603,4439,проникнення
7604,1651,виявлено витік палива
7605,6733,проникнення на об'єкт
7606,8768,виявлено взлом
7607,5788,виявлено витік газу
7608,4566,проникнення в приміщення
7609,4000,проникнення на територію
7610,2434,виявлено відкриту дверцята
7611,5831,виявлено відкриту люк
7612,5107,виявлено підпал
7613,1536,виявлено відкриту дверцята
7614,4840,виявлено відкриту дверцята
7615,7292,виявлено витік води
7616,328,виявлено витік рідини
7617,1026,пожежа
7618,4836,проникнення на територію
7619,6622,виявлено відкритий люк
7620,4485,виявлено відкриту кришку
7621,3057,виявлено витік рідини
7622,5138,виявлено витік газу
7623,4700,виявлено витік палива
7624,5227,виявлено відкриту дверцята
7625,212,проникнення в приміщення
7626,7748,проникнення на територію
7627,7081,виявлено взлом
7628,3333,пожежа
7629,995,виявлено взлом
7630,5800,виявлено підпал
7631,2945,виявлено витік рідини
7632,1789,виявлено відкриту кришку
7633,9755,проникнення
7634,6311,виявлено відкриту люк
7635,1760,виявлено відкритий люк
7636,2750,проникнення
7637,5542,проникнення
7638,9093,виявлено витік рідини
7639,1636,проникнення в приміщення
7640,3825,відсутність взлому
7641,9468,виявлено витік газу
7642,6142,виявлено відкриту люк
7643,8540,виявлено витік рідини
7644,1923,виявлено витік води
7645,4752,виявлено підпал
7646,9211,виявлено відкриту кришку
7647,7063,виявлено відкриту дверцята
7648,4843,виявлено відкритий люк
7649,65,крадіжка
7650,5164,виявлено відкриту дверцята
7651,6092,виявлено відкриту дверцята
7652,7004,виявлено витік газу
7653,3098,проникнення в приміщення
7654,9846,проникнення в приміщення
7655,6742,пожежа
7656,6220,виявлено відкриту люк
7657,2347,пожежа
7658,5843,виявлено витік рідини
7659,9510,виявлено витік палива
7660,1614,виявлено відкриту люк
7661,2925,виявлено відкритий люк
7662,1637,виявлено витік палива
7663,9677,проникнення на територію
7664,5294,виявлено взлом
7665,8933,проникнення на територію
7666,2564,виявлено взлом
7667,2456,відсутність взлому
7668,4051,крадіжка
7669,779,виявлено відкритий люк
7670,6399,виявлено відкриту люк
7671,9829,виявлено витік води
7672,391,виявлено взлом
7673,5230,крадіжка
7674,9505,виявлено взлом
7675,5948,виявлено витік рідини
7676,7681,виявлено витік води
7677,5519,виявлено витік рідини
7678,9475,виявлено відкриту люк
7679,2143,проникнення на об'єкт
7680,1703,проникнення на об'єкт
7681,320,пожежа
7682,1680,виявлено відкриті двері
7683,2988,пожежа
7684,459,виявлено витік рідини
7685,3823,пожежа
7686,7495,виявлено підпал
7687,2917,виявлено відкриту дверцята
7688,2207,виявлено витік газу
7689,8935,проникнення в приміщення
7690,1523,виявлено відкриті двері
7691,1660,крадіжка
7692,6004,виявлено відкриту люк
7693,5304,виявлено відкритий люк
7694,1261,виявлено відкриту люк
7695,7552,виявлено взлом
7696,1172,проникнення на об'єкт
7697,6575,виявлено відкриту люк
7698,1797,виявлено відкриту люк
7699,4581,відсутність взлому
7700,5189,проникнення
7701,8043,виявлено підпал
7702,5174,виявлено відкриті двері
7703,8983,проникнення в приміщення
7704,5530,виявлено витік води
7705,2811,виявлено відкриту люк
7706,8157,проникнення на територію
7707,2981,виявлено відкрите вікно
7708,6672,виявлено витік газу
7709,958,крадіжка
7710,2582,виявлено витік газу
7711,4089,проникнення на об'єкт
7712,2603,виявлено витік газу
7713,1534,крадіжка
7714,5792,виявлено підпал
7715,5691,проникнення на об'єкт
7716,5005,виявлено підпал
7717,4442,виявлено витік води
7718,4314,виявлено взлом
7719,7126,виявлено відкрите вікно
7720,5979,проникнення
7721,6916,виявлено взлом
7722,2951,проникнення на територію
7723,1177,виявлено витік рідини
7724,4019,виявлено взлом
7725,7221,крадіжка
7726,1402,виявлено витік рідини
7727,3345,проникнення в приміщення
7728,4481,пожежа
7729,3936,проникнення
7730,9252,виявлено відкритий люк
7731,2109,відсутність взлому
7732,4044,проникнення
7733,1495,виявлено витік палива
7734,4102,виявлено відкриту дверцята
7735,8124,проникнення
7736,3049,виявлено відкритий люк
7737,5509,виявлено відкриті двері
7738,8276,виявлено відкриту кришку
7739,257,виявлено відкриті двері
7740,7349,крадіжка
7741,512,виявлено витік води
7742,40,виявлено відкриту кришку
7743,7078,виявлено витік води
7744,8367,проникнення на об'єкт
7745,4900,проникнення на об'єкт
7746,142,виявлено відкрите вікно
7747,3238,виявлено підпал
7748,9094,проникнення на об'єкт
7749,9636,крадіжка
7750,4417,виявлено відкриті двері
7751,9884,виявлено витік газу
7752,6093,проникнення на об'єкт
7753,8347,виявлено витік палива
7754,6752,проникнення на об'єкт
7755,7648,виявлено відкриту кришку
7756,9128,виявлено відкриту дверцята
7757,2921,виявлено взлом
7758,287,виявлено витік газу
7759,7576,виявлено підпал
7760,743,відсутність взлому
7761,2350,проникнення на територію
7762,1125,виявлено відкрите вікно
7763,9631,виявлено витік газу
7764,1006,виявлено підпал
7765,2109,відсутність взлому
7766,50,виявлено витік палива
7767,8026,пожежа
7768,3324,виявлено відкриту люк
7769,8549,виявлено відкритий люк
7770,9820,виявлено відкриту кришку
7771,4634,виявлено взлом
7772,3178,проникнення на об'єкт
7773,812,виявлено відкритий люк
7774,9921,проникнення на об'єкт
7775,7236,проникнення на об'єкт
7776,3689,виявлено взлом
7777,5631,виявлено відкритий люк
7778,4020,виявлено відкриту дверцята
7779,5475,виявлено витік води
7780,2166,виявлено витік рідини
7781,5576,виявлено підпал
7782,7414,проникнення в приміщення
7783,3801,крадіжка
7784,4132,проникнення на територію
7785,7015,виявлено витік палива
7786,309,виявлено витік газу
7787,6412,відсутність взлому
7788,1104,крадіжка
7789,7132,відсутність взлому
7790,7283,відсутність взлому
7791,1093,виявлено витік води
7792,4524,виявлено відкриту кришку
7793,5716,проникнення на об'єкт
7794,7765,проникнення на територію
7795,3504,проникнення на територію
7796,8594,виявлено відкрите вікно
7797,1768,виявлено витік газу
7798,822,проникнення
7799,9039,виявлено відкритий люк
7800,9804,виявлено витік газу
7801,360,пожежа
7802,2605,проникнення на територію
7803,8314,проникнення в приміщення
7804,3676,проникнення на об'єкт
7805,936,крадіжка
7806,2010,проникнення
7807,9941,виявлено відкритий люк
7808,2587,виявлено витік газу
7809,2559,проникнення в приміщення
7810,1167,виявлено взлом
7811,3423,виявлено витік рідини
7812,4608,виявлено відкриту дверцята
7813,4293,виявлено відкриту люк
7814,1152,виявлено витік води
7815,8234,проникнення на об'єкт
7816,2351,проникнення на територію
7817,2565,виявлено відкриті двері
7818,2890,виявлено витік води
7819,3112,виявлено відкриту дверцята
7820,2486,виявлено відкритий люк
7821,125,виявлено відкрите вікно
7822,3053,виявлено відкритий люк
7823,488,проникнення в приміщення
7824,7632,відсутність взлому
7825,3904,проникнення на об'єкт
7826,6620,виявлено відкритий люк
7827,5676,проникнення в приміщення
7828,2837,крадіжка
7829,8195,виявлено витік газу
7830,2399,виявлено витік води
7831,8540,виявлено відкриту люк
7832,6931,виявлено підпал
7833,7853,проникнення в приміщення
7834,2858,крадіжка
7835,2451,виявлено відкриту дверцята
7836,1764,крадіжка
7837,7208,виявлено відкриту люк
7838,6804,відсутність взлому
7839,170,відсутність взлому
7840,9702,виявлено відкрите вікно
7841,4090,проникнення в приміщення
7842,2901,крадіжка
7843,4664,виявлено відкрите вікно
7844,904,виявлено відкриту люк
7845,7060,пожежа
7846,2237,виявлено відкриту кришку
7847,7148,виявлено підпал
7848,6124,виявлено відкриту кришку
7849,7977,виявлено відкриту дверцята
7850,2083,проникнення
7851,9703,виявлено підпал
7852,8642,виявлено відкриту кришку
7853,8510,відсутність взлому
7854,4148,проникнення
7855,7932,крадіжка
7856,6276,проникнення
7857,9740,виявлено відкритий люк
7858,4424,крадіжка
7859,6062,проникнення на територію
7860,5143,виявлено відкриту кришку
7861,8852,проникнення на територію
7862,4078,проникнення в приміщення
7863,3138,проникнення в приміщення
7864,6999,виявлено підпал
7865,7178,виявлено відкриті двері
7866,1622,виявлено витік рідини
7867,6994,виявлено взлом
7868,4460,виявлено відкритий люк
7869,6641,крадіжка
7870,5820,відсутність взлому
7871,675,крадіжка
7872,9467,проникнення на об'єкт
7873,8701,виявлено взлом
7874,2717,виявлено відкриту дверцята
7875,8773,проникнення в приміщення
7876,2744,крадіжка
7877,5338,виявлено витік води
7878,230,виявлено витік палива
7879,2961,виявлено відкриту люк
7880,8495,виявлено відкриту люк
7881,9660,виявлено відкриті двері
7882,6383,виявлено відкрите вікно
7883,5870,виявлено відкриті двері
7884,9853,виявлено відкрите вікно
7885,9883,проникнення
7886,7853,проникнення на територію
7887,7616,виявлено витік газу
7888,6445,виявлено відкритий люк
7889,3541,проникнення в приміщення
7890,590,виявлено взлом
7891,4652,виявлено відкриту дверцята
7892,8441,виявлено витік води
7893,7312,виявлено відкриту люк
7894,8872,відсутність взлому
7895,6966,виявлено витік палива
7896,2659,виявлено витік газу
7897,9184,проникнення на територію
7898,9478,виявлено відкриту дверцята
7899,7224,виявлено відкриту кришку
7900,1955,проникнення в приміщення
7901,965,проникнення
7902,9849,проникнення на об'єкт
7903,5196,проникнення на об'єкт
7904,6978,відсутність взлому
7905,789,пожежа
7906,8895,виявлено витік води
7907,7048,виявлено взлом
7908,2241,виявлено витік води
7909,4529,виявлено відкрите вікно
7910,3485,пожежа
7911,9509,проникнення
7912,7636,проникнення на територію
7913,9202,виявлено відкриту дверцята
7914,6910,проникнення
7915,9074,відсутність взлому
7916,6435,виявлено взлом
7917,2909,проникнення в приміщення
7918,9864,виявлено відкрите вікно
7919,8937,виявлено витік палива
7920,7174,крадіжка
7921,2454,проникнення
7922,4129,відсутність взлому
7923,9406,виявлено витік води
7924,2440,проникнення на територію
7925,4024,виявлено відкритий люк
7926,4213,виявлено відкрите вікно
7927,3262,виявлено відкриту кришку
7928,4490,проникнення
7929,4588,відсутність взлому
7930,2278,проникнення в приміщення
7931,9032,проникнення на територію
7932,8713,виявлено відкриту люк
7933,3222,виявлено відкрите вікно
7934,7188,проникнення в приміщення
7935,314,виявлено відкриті двері
7936,3518,виявлено відкриту люк
7937,4704,виявлено витік рідини
7938,5757,виявлено відкриті двері
7939,7921,виявлено підпал
7940,8659,проникнення в приміщення
7941,4932,виявлено витік рідини
7942,8231,проникнення на територію
7943,8606,проникнення в приміщення
7944,2666,проникнення на територію
7945,8784,пожежа
7946,2935,виявлено відкрите вікно
7947,2028,виявлено витік палива
7948,6263,виявлено відкрите вікно
7949,4681,проникнення на об'єкт
7950,2394,виявлено витік газу
7951,9511,виявлено витік газу
7952,4163,проникнення на об'єкт
7953,7595,виявлено відкриту люк
7954,8982,крадіжка
7955,2374,виявлено взлом
7956,1390,виявлено витік води
7957,1425,пожежа
7958,1726,виявлено відкритий люк
7959,2181,проникнення в приміщення
7960,1241,виявлено взлом
7961,5831,виявлено взлом
7962,2676,виявлено витік рідини
7963,1717,проникнення в приміщення
7964,270,пожежа
7965,662,виявлено витік палива
7966,4180,виявлено витік газу
7967,9963,виявлено підпал
7968,7272,виявлено підпал
7969,1637,виявлено відкритий люк
7970,8685,виявлено відкриту кришку
7971,3604,виявлено підпал
7972,2924,відсутність взлому
7973,5788,виявлено відкриті двері
7974,9369,проникнення на територію
7975,2139,відсутність взлому
7976,2489,проникнення на об'єкт
7977,4617,виявлено взлом
7978,4375,крадіжка
7979,5005,проникнення на територію
7980,3810,виявлено витік палива
7981,2620,виявлено відкриту кришку
7982,2923,відсутність взлому
7983,5165,виявлено підпал
7984,9081,виявлено відкриту люк
7985,2206,виявлено підпал
7986,5305,проникнення на територію
7987,9527,виявлено відкриті двері
7988,8658,відсутність взлому
7989,5963,виявлено витік води
7990,9022,виявлено відкритий люк
7991,5423,крадіжка
7992,4533,виявлено підпал
7993,8058,проникнення
7994,2426,виявлено витік води
7995,2725,крадіжка
7996,5008,проникнення на об'єкт
7997,1811,виявлено відкриту дверцята
7998,8751,виявлено відкритий люк
7999,3564,проникнення на територію
8000,4242,виявлено взлом
8001,6236,виявлено витік води
8002,7707,виявлено відкриту дверцята
8003,9682,виявлено підпал
8004,354,відсутність взлому
8005,6093,відсутність взлому
8006,7916,виявлено відкриту люк
8007,4578,виявлено відкритий люк
8008,7314,проникнення на територію
8009,2261,виявлено відкриту люк
8010,9555,виявлено відкриті двері
8011,9021,виявлено витік води
8012,9671,виявлено витік газу
8013,4784,виявлено відкрите вікно
8014,5001,виявлено підпал
8015,8654,крадіжка
8016,8052,виявлено відкриту люк
8017,7281,виявлено відкриті двері
8018,9502,крадіжка
8019,633,пожежа
8020,403,проникнення на територію
8021,2558,виявлено витік води
8022,7967,виявлено витік палива
8023,1675,виявлено витік палива
8024,717,пожежа
8025,932,виявлено витік рідини
8026,1787,проникнення
8027,8245,виявлено відкриті двері
8028,1701,виявлено витік води
8029,9209,виявлено відкрите вікно
